review,sentiment
"Apart from Helen Bonham Carter, there is nothing worthy about this movie....And the surprise ending?! The thought of a sequel is even more annoying. Save your money, wait for the video and ignore that too.",negative
"Oh God. Why is it that Nickelodeon has such a hard time producing even a half-decent movie? I mean, this movie might have been good, but it was:<br /><br />A. Too short B. Rather superficial, stereotypical, and insulting to some C. Ultimately pointless<br /><br />First of all, the ""dress up the nerd to look cool"" thing was VERY consumerist, VERY superficial, VERY pointless, and VERY insulting. It has the stereotypical nerds-stupid faces, glasses, never kissed, vacations with his mom, etc. Well maybe the reason that guy has never kissed a girl is because he's gay! Does that mean that all gays are nerds? And what's wrong with being friends with your mother?<br /><br />The worst part, by far, was the ending. The whole drama of the movie revolved around Zoey finding out Chase loved her, and blah blah blah, and then, when Chase finally decided to tell her, <br /><br />A. he didn't tell her in person because right as he was about to the typical distraction came along B. he tried to text message her, but her PDA fell into a fountain and died before she got the message.<br /><br />The End.<br /><br />HOW LAME IS THAT????? I mean, why is it that cartoonists just can't change anything in the series? So many of us would like to see these two get together. Why can't we see it? I mean, are the producers really that uncreative, that they can't think up new problems to go with changes in the series? So they have to stick with the same plot and outlines, and make as many episodes as they can just using those? After a while, it gets dull and frustrating.<br /><br />I WANTED TO SEE SOME ACTUAL ROMANCE IN HERE, DARN IT!<br /><br />Okay. I'm done with my rant.",negative
"BRIEF ENCOUNTER is a ghastly and pointless remake of the 1945 David Lean classic, which was based on Noel Coward's play ""Still Life"". A doctor removes a particle of grit from a woman's eye at a railway station, he is in a miserable relationship, she is happily married social worker of Italian ancestry. They meet by accident on another occasion, form an instant attraction and arrange to meet each other every Wednesday. The pair fall in love, but after spending a few afternoons together they realise that they have no realistic chance of happiness and agree to part. Coward's original one-act play concerned two ordinary people who fall in love. Sophia Loren and Richard Burton, two Super Stars and veterans of Hollywood Epics, are nobody's idea of 'ordinary people'. Loren in particular is miscast - Sophia Loren in full make-up, looking like a million dollars, working as a part-time voluntary social worker at a Citizen Advice Bureau just doesn't ring true. Burton, looking haggard, with dyed hair, too much make-up and wearing platform shoes, doesn't come across as your average General Practitioner. That said, you can't really blame them for having an affair after seeing their spouses. Burton is married to a literary critic who spends her evenings penning poisonous reviews and who treats her husband with total contempt. Loren's husband, Jack Hedley, potters around the house all day and is terminally boring: the most exciting thing he has ever done is nearly have an affair six years previous. Their final scene together will induce nausea, (""You've been a long, long way away"", etc.). That great British jobbing actor, John LeMesurier, has a three minute cameo as Burton's friend, and appears to be slightly inebriated, speaking his lines in a barely audible voice. It's a sad and forgettable performance in a dismal, awful rehash of a cinema classic. Avoid at all costs.",negative
"I am partly a fan of Miyazaki's work. I say ""partly"" because most of his films fall into two categories: brilliant, and boring. Sadly this film falls into the later category.<br /><br />This film suffers from the same fundamental problems as Miyazaki's recent film ""Howl's Moving Castle"". An intriguing premise is set up, but then immediately reduced to little more than a backdrop for some unfathomable events that only serve to confuse the plot rather than explain it.<br /><br />The first third of the film reveals the post-apocalyptic world the story is set in, and actually looks like an very interesting story is about to unfold. From then on things go down hill. The middle part of the film is mostly made up of thinly-veiled eco-propaganda, and the ending is heavily marred by the reliance on the kind of impenetrable spiritualism which ruins a large number of Japanese animated films.<br /><br />Overall the film feels as though someone ripped out every other page from the script before passing it on the the animators. What is left is something which is visually stunning (although sadly the version I saw was an Nth-generation copy, with poor colour - which gives rise to the common myth that Nausicaa shows her bare bottom when flying), but which makes little sense and ultimately left me confused.",negative
"In the midst of a documentary about his parents, the filmmaker's mother dies, but he continues making the documentary, discovering a story he did not anticipate. The result is an absorbing drama that has the quality of fiction in the best sense of that word, where a likable but unknowing narrator unwittingly privileges the audience. The narrative thus has a double weave, the story of the documentary and the story of the documentary-maker.<br /><br />Our admiration is with the filmmaker, not only for doggedly pursuing his story though it risks his entire notion of his parents' relationship, but also for never giving in to sensationalism or melodrama. Although the stuff of Hollywood lurks in the details, Doug Block treats the story as he would everyday life. For those of us who have always speculated about our parents' life before we came on the scene (or after we arrived, but while we were too self- absorbed to notice they had a life independent of ourselves), 51 Birch Street gives fair warning: There are wondrous things back there in fatherland, but beware if you choose to enter there.<br /><br />But that caution is for the audience to go slow wandering about in the details of their parents' past. It is not a warning for those offered a glimpse into the life of Block's parents. The film is a marvel at making the mother come alive as a vibrant and passionate yet introspective person who makes her own conscious decisions during the 50's. The filmmaker's particular success is to make the viewers actually see the young woman behind the elderly parent and grandparent. We all know our parents were once young and vigorous, but in 51 Birch Street, the mother is. The father who has been distant while the filmmaker and his sister were growing up ultimately remains distant in the film, but that is due more to his own elusive nature than to his portrayal. This biography turned autobiography is dramatic, intense, and unforgettable, sure to send viewers scurrying for a closer look at their own family albums but more hesitant about looking at the backs of those photographs.",positive
"Really touching story of a recruitment camp in America, where young men are prepared for the Vietnam war. The human study always appealed to me when it comes to war movies, because it translates personal, subjective opinions on war, opposed war action movies where action, and technical data are being analyzed to the prejudice of the human factor. <br /><br />The movie manages to put a new spin on an already ancient subject, and manages to distance itself from usual war movies, especially by focusing on an anti-hero from the view-point of traditional standard. The movie focuses on the tragic character of Bozz, who smartly avoids being sucked in by the dehumanizing war machine, and refuses to give up control over his destiny and fight for something he doesn't believe in, spends his energy in searching ways to avoid being sent overseas, both for himself and comrades and ironically ends up finding his own just reason for finally going to war. Perfect irony.<br /><br />The acting is truly exceptional, and the documentary-style shooting almost makes you feel transposed into the movie. Also the movie will provide food for thought for those exhilarated by the action in usual war movies or war-games enthusiasts, hopefully awakening some minds of a generation which luckily escaped the terror of being drafted.",positive
"Everyone involved with this project should be ashamed as to the result of their efforts. Oh. I laughed a coupe of times , but I laughed a couple of times during Schindler's list also. They really screwed up a good premise.",negative
"Horrible film with bits of the Ramones strewn about. Your worse than average 1970's/80's comedy format of the cool kids taking over the school with some whimsical plan. This movie is terrible. The plot consists of a girl who enjoys the Ramones and a school bent on fighting against their oppressive administration. Forget this movie and watch something like Wild Zero starring Guitar Wolf if you want an entertaining B movie. Terrible acting, terrible writing, terrible plot with the stamp of approval of the Ramones who probably needed some money quick so they said yes to this movie. That is the only logical thing I can think of because this movie blows.",negative
"This movie is just plain bad. It isn't even worth watching to make fun of it. The lunatic professor is just plain annoying. Even suspending disbelief to allow for invisibility (which I glady do for the sake of good bad movies) and allowing for exceedingly stupid victims in a horror movie, this movie asks for even more than that. If you are looking for women's locker room shower scenes, and random sexual encounters, get a porn, if you are looking for a good-bad movie, get something else. If you want to simply waste your time on an annoying bad movie, rent this.",negative
"It didn't take too long after Halloween had kicked off the slasher boom for the category to be cursed by continuous mediocrity. As early as 1983 the genre was already struggling to release more than three decent offerings per year and by '88 the stalk and slash flick had become pretty much the whipping boy of horror cinema. By that time major studios were all aware that repeating the tired formula was no longer a lucrative direction, which left it up to independent and mostly inexperienced filmmakers to continue the legacy that John Carpenter had created. Although there was still an impressive number of features hitting shelves in 88, most of them were weakly produced and taken as a whole they were eminently unappealing. With that said there were a couple of gems amongst the rubble. Scott Spiegel's Intruder in its uncut form was a superb gross out classic, whilst Evil Dead Trap proved that the cycle had not yet completely run out of style and panache. William Lustig's Maniac Cop was successful enough to launch a franchise and two years later Dead Girls and Mirage proved to be the last beguiling breaths of life in the ailing category.<br /><br />It was the continual release of schlock like Berserker, Blood Lake and Rush Week that cursed the slasher movie to eight years of obscurity. It finally took the big budgeted flamboyance of Wes Craven's Scream to provide the necessary resuscitation. Having not heard anything about Demon Warrior before I came across it unexpectedly, I instantly assumed that it was part of the low brow trash that led to the downfall of the slasher phase. But with that said the movie boasts an intriguing premise that sits comfortably beside Scalps and Camping Del Terrore as another welcome addition to the Native-American influenced catalogue.<br /><br />A truck pulls up on a woodland road and out step two laughably dramatised rednecks. The hillbilly lumberjacks are only on screen for around for ten seconds and then they are murdered by an unseen menace. Next we meet a troupe of five young adults that are heading to the same location for a spot of shotgun-target-practice on some of the local wildlife. The area is owned by Neil Willard and has been passed down through three generations of his family. His Grandfather stole the land from an Indian medicine man that was rumoured to have left a curse on the property. According to legend, every ten years a Demon Warrior with an extreme hatred for mankind stalks the forest reaping revenge on those he deems responsible for the pilfering of the tribe's home. It wouldn't be much fun if those myths were a falsehood, so regular as clockwork a maniacal assassin turns up with a taste for blood. Will the kids be able to stop this phantom killer?<br /><br />Demon Warrior is best described as a bigger budgeted (but still woefully cheap) re-imaging of Fred Olen Ray's Scalps. The bogeymen from both films are virtually identical and the director even throws in a scalping sequence to confirm my suspicions. Things start promisingly with some crisp Friday the 13th-style first-person cinematography and a couple of shock-jolts that were composed with finesse by director Frank Patterson. Thomas Callaway did a good job with the photography and the tribal-drum score makes a refreshing change from the more traditional late-eighties synthesizer rubbish. Flourishes of suspense are juxtaposed with a couple of credible directorial embellishments and there are even a few attempts at humour. The killer looked successfully creepy in demon attire and the inclusion of a bow and arrow as the main murder weapon was a deft touch from the director.<br /><br />Fred Olen Ray's notorious slasher was notable for its stark and credibly unsettling atmosphere. Unfortunately despite being produced on twice the budget, Demon Warrior never comes close to the film that it so desperately emulates. Rumor has it that the majority of the actors were drafted from the Texas Baylor University and were not even paid for their inclusion in the feature, so of course it goes without saying that the dramatics are appropriately abysmal. I especially enjoyed the hilarious John Langione  an 'Italian' Native American (don't ask) that portrays about as much emotion as the trees in the forest that surrounded him. Warrior started with some credible glimpses of panache from the director that actually led me to believe that this could be a welcome inclusion to the slasher index. Unfortunately, the poisonous cocktail of heinous acting and an ending plucked directly from stupidsville seriously changed the initial plan I had in mind for a rating. It's a shame that the dramatics were so scraped from the bottom of the thespian barrel, because at times Demon Warrior showed flashes of potential.<br /><br />All in all, Patterson's movie is a mixed bag of ideas  some of them were good, but mostly they were staggeringly mediocre. Because this was released at a time when the slasher genre had been watered down to avoid the scissor happy censors, there's really no gore worth mentioning. Even the scalping sequence is relatively tame compared to Olen Ray's graphic depiction. Demon Warrior has the odd moment of credibility, but not often enough to warrant a purchase. Not as bad as the aforementioned Berserker, Blood Lake et al, but not really THAT good either..",negative
"Probably grossly underrated by all who never experienced the hell of living under communist regime. Although, it seems hard to believe, all of it happened, actually the reality was even worse than the movie. It resembles Orwellian fiction, only this is no fiction. John Hurt is excellent as always. Yes, the screenplay is not full of action, but life is not either. Plot is breathtaking. Yes, people were shot, yes thousands of them. Their 'crime' was that they wanted to leave communist 'paradise' without government authorization. At times the movie drives tears in your eyes. We need more movies like this to really appreciate what America provides for us. Excellent movie, highly recommend! God bless our country, USA!",positive
"One of the worst films I have ever had the displeasure of sitting through, Killer Tongue is a horrible melange of the worst elements of The Rocky Horror Picture Show, Brain Damage, and Pulp Fiction. Designed primarily to offend, apparently, but so inane that only the most hidebound conservatives would be taken in by it.",negative
"A very funny movie. Michael Douglas' ""do"" is worth watching this flick for if for no other reason. I'd like to see him do more of these low life roles. He was terrific, as were all the performers.<br /><br />The film struck me right off as an American Roshomon, only funnier and easier to watch because it was in American and didn't need no stinkin subtitles!<br /><br />In a funny movie with a laugh every minute or so, two of the best were with John Goodman (not someone I am crazy about) - 1. He is telling the priest about Jewel doing something he liked and says ""I had to wipe the smile off my face."" The visual shows he is not smiling and clearly is a guy who never smiles, but probably doesn't know it. 2. The scene at the end between Goodman, all suited up for Jewel in his cop uniform, and grappling with the be-leathered Reiser hunched over a table... and the two of them then protesting that they are not gay to another character who happens on the scene - this alone deserved a special Comedy Academy Award.",positive
"Okay, some other people have commented that this isn't an action flick, so I don't need to rehash that (even though I just did). This isn't exactly a let down, in fact, it's nice on occasion to see an actor try something different. But, unfortunately, this isn't one of those occasions.<br /><br />Now, the story: non-existent. This film lacks in storyline almost as much as 'Showgirls' did. Sure, they throw in a couple environmentalist, no, not even environmentalist, something else, tidbits here and there to please Seagal (being that that's what he's into). This doesn't make a story, not even close. Now, the ending... Even those amongst us who actually liked this film... the ending, you have to admit it was a bit much, or a lot stupid.<br /><br />Now, from what I understand this was a direct-to-video film (at least in the states), but this is even too good for this one. This piece of garbage should have been cable only, on TBS or Starz (late night).",negative
"I'll say it again... one of the worst films ever made and it was made by the director that made one of my most, favorite films - ""Excalibur"". I was floored to see it got a grade of over six. This movie sucks. It looked terrible. It looked like it was shot in 18 days and Boorman must've been sleeping when he directed this. Arquette didn't do anything. Just plain terrible, rotten, unbearable and probably the only blemish in Boorman's celebrated career.<br /><br />1/10!!!!!",negative
"I had never heard of this film when a good friend recommended it. I trust this friend's taste, so I purchased the DVD. My wife and I sat down to watch it with no knowledge of what it was about. I thought it was the funniest film I have seen in a long time, mainly because I saw the truth in the satire. I strongly recommend this film to all my friends.<br /><br />This is not a film for everyone. Some people will see the crass humor and aura of stupidity, and find Idiocracy to be one of the stupidest movies they have seen. What these people don't seem to understand is that the crass humor is there, not to amuse the audience, but to show what appeals to the morons in the future.<br /><br />Luke Wilson is well cast as an ""average Joe."" He is mainly there to be a foible for the biting commentary about society that is spread throughout this film. Many of the funnier bits are in the background, so it is easily worth seeing several times. What makes the movie even funnier, and more scary, is that I see elements of it in every day life, in people I meet or on the media. Then, I go back and re-watch Idiocracy, and realize how good it is.<br /><br />The few people who have seen and enjoyed this film are able to be part of an elite club. I'll see an advertisement for some product with some breakthrough new ingredient, and turn to my wife and say, ""It's got electrolytes!"" She knows exactly what I am saying.",positive
The portrayal of the Marines in this film is spot on. The action scenes are some of the best ever produced in accuracy of content. The uniforms and weaponry of both the U.S. and German troops were perfect. The costumes and weaponry of the Berbers were perfectly accurate as well. This film could easily be used to teach militaria of the period and has been used by the USMC Academy for this purpose. The scenes depicting Roosevelt shooting and the rifles he was using was beautiful. Procuring so many period weapons in such good shape is testament to the attention to detail and presentation this film should be noted for. Millius is a genius.,positive
"Tourists head to Ireland for a school trip to learn about Druids. What they encounter is a horrific tale of cannibalistic killers.<br /><br />If I had to sum up Evil Breed, it would be a low grade gore fest. The film mixes Dead Alive, Evil Dead, Wrong Turn all in one. It's just too bad that the film has so many inconsistencies to keep track of that it loses any ""fun"" one would have watching it. The film has lots of random ""horror"" nudity...although the film also stars four porn stars, yup four, so there could have been plenty more. Breed also showcases a good amount of gore. <br /><br />Evil Breed has a horrible start, with laughable dialogue and horrible acting. That's a given in a straight to video horror film, but this takes the cake. I can't really figure out who the main character is, since the one female who ""lives"" at the end is not really in the movie all that much. Speaking of the ending, that has to be one of the most random and bogus ending in the history of film. It has no purpose with the rest of the film and totally changes one's view of the film.<br /><br />You have to see this film to believe it, since there are some pretty great death scenes. There are two death scenes that come into my mind, one in which the inbred killer rips the intestines out of a naked woman through her chest....yea her chest, don't ask me. The other id when the guy gets his intestines, yet again, ripped out through his asshole. Does that kill the guy? No, the killer continues to strangle the guy with his own intestines. These scenes remind me so much of Dead-Alive, with the right amount of humour in each. I also got the sense of Evil Dead, with the pointless mentions of horror films and Sam Raimi. Along with Halloween, when the female character is in a closet screaming for her life with the killer trying desperately;y to get in.<br /><br />Although, the gore and nudity are not enough for the poor audio and visual quality of the film. When the teacher wakes up from her bed and walks down the stairs, her footsteps are so loud and hard that it seems like she was wearing boots. Distracting indeed. As well as the continuity in the film, with only one inbred killer? As well as which character dies at which moment. I couldn't tell if the breast implant chick was Jenny or Gary's sister/cousin...I can't remember. As well as the random naked chick with a dead baby hanging out of her body, still attached with the umbilical cord.<br /><br />The horrible editing is distracting as well, the opening credits are too fast and disorienting. It did have a bad start and got better, but the ending just brings the film back down to a horrible level. If maybe there were better production values and more faith put into this film, then it wouldn't have been horribly butchered to death. Stay away from this film, unless you are happy with the below budget horrible bad film with decent gore.",negative
"The people who are bad-mouthing this film are those who don't understand film to begin with. These are the people who love movie blockbusters and adverse to any movie that doesn't star Leonardo DiCaprio. Wilder Napalm is a neat little film that may seem quirky and maybe even stupid at first, but what it lacks in plot, it more than makes up for in substance.<br /><br />One thing in particular about the movie that impressed me was it's use of music, which plays a large part. Those students of film music will notice how important music is in the movie, both in Vida and Wilder's life, and in the background. Wilder's theme, Vida's theme, and Wallace's theme are all heard in the opening sequence, and it is funny how some of the lyrics play out. For instance, in the scene where the men are singing ""Duke of Earl"", Vida is with Wilder when the men sing something like ""She is my girl"", and then she goes over to Wallace to give him something when the men sing the lyric ""She will be my girl"" cleverly showing the tension between the two brothers There are all sorts of little intricacies like this inside the movie, and while it may look like a flop on the outside, the real student of film will notice how good this movie really is.",positive
"Many experienced and excellent actors mixed together in an ongoing plot of an untold part of world war II on the eastern front. Characters well portrayed and unforgettable. One episode leaves you wishing for the next. Pay attention to the closing credits were the thousands of Shtrafbat battalions are listed. An untold story involving hundreds of thousands of individuals. Sometimes brutal, sometimes romantic, always filled with real people and dialog. Produced with excellent sets and camera work. Heroes and villains, criminals and priests, patriots and traitors. Portrait of people struggling to survive and overcome a most terrible time. I wish to buy a copy for my own collection so to be able to enjoy the series repeatedly.",positive
"Why it's none other than Ator played hilariously bad by Miles O'Keefe. Surprisingly I had the misfortune of sitting through this turkey before Mystery Science Theater 3000 tore it to pieces. I highly recommend checking out the MST3K version since it's hilarious and one of their best episodes ever.<br /><br />The movie on it's own is basically the kind of typical B-movie crud that Italian film-makers were churning out in the early to mid 80's. This film was apparently made to cash in on the Conan craze, but it fails miserably on all counts.<br /><br />Keep an eye out for the scenes where Ator fights a giant rubber snake and also manages to make a complete hang-glider during a cutaway.<br /><br />""Thong, fish is ready!""<br /><br />rating: the movie itself-1 The MST3K version: 10",negative
"I was going to bed with my gf last night, and while she was brushing her teeth, I flipped channels until I came across this Chinese movie called the King of Masks. At first I thought it was going to be a Kung Fu movie, so I started watching it, and then it immediately captured me in, and I had to finish it.<br /><br />The little girl in the movie was absolutely adorble. She was such a great actor for being so little. Maybe the fact it was in Chinese, so the English was dubbed made it harder for me to tell...but she really seemed to be in character perfectly. I felt so bad for the girl as she kept trying to please her ""boss"" but everything just turned out rotten. lol. Even when she brings him another grandson, just so he can pass on his art...it turns out that kid was kidnapped, so he gets arrested and has 5 days to live. lol...whatever she touches in an effort to be nice to her grandpa, just backfires.<br /><br />In the end, he sees how much love is in her and teaches her the art of masks...which is just so heartwarming after all the mishaps in the movie.<br /><br />Definitely a gem, and totally original.<br /><br />Scott",positive
"Absolute masterpiece of a film! Goodnight Mr.Tom has swiftly become one of my favourite films of all time. Nobody should miss out on seeing this film, it's just too good! Mr.Tom is perfectly portrayed by John Thaw as the harsh old man who becomes a soft father-figure when William Beech(Nick Robinson) is sent to him for evacuation, almost like 'The town mouse and the country mouse'. A truly heart wrenching film. The director knew exactly how to turn book into film and he has done so extremely well. The film was so excellently shot that the emotions of the characters and what was happening made the audience feel a range of emotions from love to fear, and these emotions could turn on a six-pence. Set in a time of turmoil during World War Two, this film also shows the difference between the cities and the countryside, they are almost like different countries. An absolute must see, those who don't are missing out on a truly amazing and brilliant film.",positive
"Just how bad? Well, compared to this movie, Cannibal Holocaust is Citizen Kane. There's the stilted acting, the atrocious dialogue, the half baked plot and like its companion piece way too much in the way of on screen animal slaughter that was actually done. Unlike Holocaust, Ferox is a straight forward movie. It doesn't pretend to be a pseudo documentary. In some ways that helps the production in that the film is very sharp and crisp compared to Holocaust's graininess. Unfortunately, we are once again given a group of people who are morally reprehensible. They torture the natives and essentially bring everything that they get upon themselves. There's really nothing in this film that makes it worth your while. I was fairly lenient with my review of Holocaust due to some actual attempt at a statement and style, but in Ferox's case there is no reason to watch this unless you solely get off on blood and gore.",negative
"There was nothing of value in the original movie, this one was even lamer. The fact that I even found it to rent was absolutely amazing. Anyone connected to this film has to be high on something! So what was the story line? What was with the girl? Was the viewer supposed to get the story line in the first four minutes of the film. Sadly, I tried several times to watch this. I even borrowed a kid from someone to get some feedback. Kid said it was stupid, and he was four years old. I find that possibly some credit could go to the filming director, as possibly some of the shots made the movie more than a B film. That might be pushing it. I did love the theme song. Good thing it was only a dollar, it was worth it. I suppose you might enjoy the film if you were high as the cast and crew would have to be. Is pot legal in France?",negative
"As serials go ""Zorro's Fighting Legion"" is one of the best action serials of the 1930s. Made in a period when the studios could still field a large cast, this one has wall to wall action throughout its 12 chapters.<br /><br />In 1824 the President of the newly formed Republic of Mexico Benito Juarez (Carleton Young) is trying to put his new country on a solid financial footing. To that end, he has arranged to have rich gold shipments forwarded to the capitol from the local San Mendolita mine.<br /><br />Members of the local council plot to steal the shipments on behalf of Don-del-Oro a gold armored god, who with the aid of the local Yaqui tribe, hopes to install himself as the ruler of Mexico. Opposing him is Don Francisco (Guy D'Ennery) who forms a legion of locals to aid Juarez. When Don Franciso is murdered by Don-del-Oro's men, a stranger, the fopish Don Diego (Reed Hadley) arrives in town. Diego aka Zorro takes over the legion with the help of his friends Ramon (William Corson) and Juan (Budd Buster). The token heroine of the piece is Ramon's sister Volita (Sheila D'Arcy).<br /><br />Both Diego and Ramon hold seats on the local ruling Counsil. It soon becomes apparent that some of the other members of the Council are in league with Don-del-Oro. First there is the Chairman of the Council (Leander de Cordova), the head of the militia Manuel (John Merton), Chief Justice Pablo (C. Montague Shaw) and Gonzolez (Edmund Cobb). Zorro suspects that one of these men is Don-del-Oro, but which one?<br /><br />What follows are several hair raising escapes by Zorro and his confederates from the followers of Don-del-Oro. We have the ever present collapsing rope bridge, the deep chasm between two cliffs over which only Zorro can jump to safety, and the usual assortment of explosions, fires and coaches and wagons crashing or going over the cliff. Hats off here to Republic's fine team of stunt men lead by the legendary Yakima Canutt and the Yrigoyens, Bill and Joe. Canutt performs his signature stunt jumping on a team of runaway horses and then falling beneath the coach which he repeated in other films including John Ford's ""Stagecoach"" the same year.<br /><br />Anyway, Zorro finally unmasks the false god Don-del-Oro and restores peace to the valley before riding off into the sunset in Chapter 12.<br /><br />Others in the cast include Jim Pierce, Curley Dresden and Charlie King as Don-del-Oro's hence men and if you look closely you may spot bits by future serial star and Lone Ranger Clayton Moore and stuntman Canutt in bits. ""Big"" Jim Pierce by the way, may be best remembered for playing Tarzan in 1927's ""Tarzan and the Golden Liom"" (1927) and for his marriage to Joan Burroughs the daughter of Tarzan creator Edgar Rice Burroughs.<br /><br />Thoroughly enjoyable.",positive
"No matter what anyone tells you, there is a mere fact to the word ""possession"" in film circles -- such as ""what possessed you to greenlight this film?"" Religion doesn't have anything to do with it, but common sense does. That is, if your head is clear and you are of sound mind to make a judgment.<br /><br />On many levels I tried to rationalize where this film would entertain....or even interest the average consumer. The star? The story? The unique idea? A buddy movie that kids would love with a dinosaur and a black woman? On, my goodness! I am sure when this was an ""idea"", it sounded good. But somewhere during the course of development...someone should have pointed out where the idea could not translate into a piece of entertainment anyone would wish to watch or pay for...unless they were very much deeply under the influence of alcohol or drugs and saw something the rest of us could not see.<br /><br />Regardless, this is a complete mess. Mess, mess - sin and a mess.<br /><br />Who cares about the plot (what plot?) et al. Whoopie got a paycheck, but I would have been embarrassed to take it. I sure hope she fired her agent/manager/publicist over this career move. Obviously not, she went on to make more bad films. And more bad films. Sad.",negative
"This version of Anna Christie is in German. Greta Garbo again plays Anna Christie, but all of the other characters have different actors from the English version. Both were filmed back to back because Garbo had such a following in Germany. Garbo herself supposedly favored her Anna Christie in this version over the English version. It's a good tale and a must-see for Garbo fans.",positive
"I thought I should qualify my position after reading other reviews. The movie is not great, but it has a lot of great elements. The lighting and scenes along with the camera work are great. The story is slow and weak, but entertaining. The acting is bad, but no worse than you will find on the SyFy Channel. The music is pretty good and the gore is good. It has the great Leather Face in the film and is produced by Bruce Campbell. I watched the complete movie and while mostly predictable, it was still enjoyable. The women are attractive enough and the lead actor does a good job of being brooding and creepy. The movie was remarkably clean for a modern film and the violence appropriate for children 13 and up. There was no sex scenes. I gave it 7 out of 10 and I think that is fair. I would watch it again if I had nothing better to do. The gay sounding angel was the most annoying aspect of the film, the devil is quite creepy.",positive
"I was into the movie right away. I've seen the other Coen movies, with the exception of Raising Arizona, and I've noticed that each of their movies has a color. Fargo is gray/white, Lebowski is bright orange, and this movie is a pleasant yellow.<br /><br />The bright pleasant qualities of this movie start right away. Soon the look is accompanied by the great, great music. It's the old folk sound, the kind of music that was written during a time when music was enjoyed as a part of day to day life. Enjoyed by everyone, chain-gangs, church choirs, and even prison escapees.<br /><br />Now, about the prison escapees. I don't know what crime their characters could have possibly committed, as they are a very very friendly group of guys. Clooney is fantastic, completely nailing his role.<br /><br />Go see this as soon as possible. I believe that it can be enjoyed by anyone at some level. For some reason, the theater I was in was full of old ladies and old men, and they loved it.<br /><br />You'll love it too, I promise. I was compelled to get my hands on the soundtrack right away.",positive
"Note, I only saw approximately the last half of this movie, so feel free to take my review with whatever grain of salt you deem appropriate, that being said, seeing what I saw was more than enough to make me quite convinced that a one-star rating for this is enough.<br /><br />In short, it's a dismal-plot slaughter of the wonderful precursor (NL Christmas Vacation) with Chevy Chase, only it doesn't have Chevy Chase in it, and it takes place in a generic tropical island, essentially with no connection to Christmas at all.<br /><br />Ol' Chevy probably didn't want in because the plot is that devoid of actual fun, instead they got the screwy Cousin Eddie, who, again, was great in the original, but in this he is just over the top, and an extremely poor basis for any movie considering the plot and acting. The attempts at humor are generic to a degree where even contemporary television comedy trumps it, and considering that this is supposed to be comedy, I doubt I need to say more.<br /><br />This is not to be seen for its qualities, for it has none, but for it's failings and again, how Hollywood is spilling it's life's blood of the past in the pursuit of a quick buck.<br /><br />I think I'll watch the original before the upcoming Christmas season just to try to regain my childhood innocence, from a lost time when motion pictures were more than just high-budget, but mindless, garbage.",negative
"How to lose friends and alienate people is decent comedy with a bit of romantic approach.<br /><br />It's actually a story of Sidney Young(Simon Pegg) breaking through in journalist and magazine writing business which is interpreted in a funny way. Simon Pegg made an OK appearance, slightly worse than his usual. Movie is not hilarious or funny all the way or anything like that but it has its moments, and those moments are really hilarious.<br /><br />I recommend this fun and worth watching American with English cream comedy to all people who just wanna sit, relax and enjoy movie for what it is. If you're about to watch this movie with critical approach then you should pass unless you want to be disappointed and start trashing it.",positive
"Maaan, where do i start with this god awful movie. Bad bad bad story telling. I do not know what the director was thinking when he made this movie. Namaste London was quite an enjoyable movie to be honest..even the soundtrack was good. But in this one..oh my good..for a movie which is supposed to be a musical one..the songs are soooo bad. AR Rahman should have been the music director. <br /><br />Given two great actors a much better job should have been done by the director. Even though the first half sucks, the last 30 mins of the movie are OK. Performances from Salman and Ajay save the movie from being a total disaster.<br /><br />Watch it if you have nothing better to do. The last good movie from Bollywood i watched ( and i do watch a load of them) is Dev D and Wake Up Sid.",negative
"Yes, it's another great magical Muppet's movie and I adore them all; the characters, the movies, the TV show episodes (it's the best comedy or musical TV show ever) and all the artists behind it. But here they did such a rare fatal mistake and I'm surely talking about the weird ending !! <br /><br />I think it's very dangerous to involve that much, in American drama, and end a love affair by marriage !! We, as all the poor viewers, feel so free or maybe happy for the absence of its annoyance, peevishness and misery ! So we all enjoy these stories which gather 2 cute heroes as couple in love without the legitimate bond like Mickey Mouse and Minnie, Superman and Lois Lane, Dick Tracy and Tess, etc. So with all of the previous couples and their likes I bet that you feel safe, serenity and peace. Therefore when you look at what the makers of this movie had already done you'll be as mad as me !<br /><br />They made the weak miserable creature (Kermit) marry his daily nightmare, the most vexatious female ever (Miss Piggy) ! This is a historical change by the measures of the American entertainment's industry ! And it was pretty normal to have a negative impact upon the audience whom just refused to bless or believe or being satisfied with that sudden marriage (even the pathetic frog didn't have the time or the proper opportunity to think or to decide anything !). Therefore no wonder at all when you know that this movie is the most failure one in their cinematic serious, grossing only 25 millions vis-à-vis 65 millions earned by the first one (The Muppet Movie  1979) five years earlier !!<br /><br />Simply in this movie they took Manhattan, and my rest too !",positive
